accession_version,taxid
NZ_LC127084.1,"IntegerElement(636, attributes={})"
NC_009428.1,"IntegerElement(349102, attributes={})"
NZ_CP046407.1,"IntegerElement(654, attributes={})"
NZ_CP079713.1,"IntegerElement(59203, attributes={})"
NZ_CP088243.1,"IntegerElement(40324, attributes={})"
NC_009659.1,"IntegerElement(375286, attributes={})"
NZ_CP032296.1,"IntegerElement(34038, attributes={})"
NZ_CP020427.1,"IntegerElement(670, attributes={})"
NZ_LS483469.1,"IntegerElement(82996, attributes={})"
NZ_CP022691.1,"IntegerElement(72407, attributes={})"
NZ_LS483453.1,"IntegerElement(260367, attributes={})"
NZ_CP040175.1,"IntegerElement(573, attributes={})"
NZ_CP057868.1,"IntegerElement(546, attributes={})"
NZ_CP020451.1,"IntegerElement(1304, attributes={})"
NZ_CP014026.1,"IntegerElement(582, attributes={})"
NZ_CP057319.1,"IntegerElement(546, attributes={})"
NZ_CP015448.1,"IntegerElement(654, attributes={})"
NZ_CP061669.1,"IntegerElement(1530123, attributes={})"
NZ_CP087344.1,"IntegerElement(470, attributes={})"
NZ_CP061565.1,"IntegerElement(1530123, attributes={})"
NZ_CP031734.1,"IntegerElement(72407, attributes={})"
NZ_CP026662.1,"IntegerElement(1423, attributes={})"
NZ_LR890691.1,"IntegerElement(573, attributes={})"
NZ_CP034703.1,"IntegerElement(286782, attributes={})"
NZ_CP034723.1,"IntegerElement(286782, attributes={})"
NZ_LS483494.1,"IntegerElement(611, attributes={})"
NC_010994.1,"IntegerElement(491916, attributes={})"
NZ_CP008871.1,"IntegerElement(287, attributes={})"
NZ_CP045672.1,"IntegerElement(1423, attributes={})"
NZ_AP024101.1,"IntegerElement(305, attributes={})"
NC_017022.1,"IntegerElement(1155766, attributes={})"
NZ_CP025616.1,"IntegerElement(1270, attributes={})"
NZ_CP045097.1,"IntegerElement(554, attributes={})"
NZ_CP041655.1,"IntegerElement(582, attributes={})"
NZ_AP021859.1,"IntegerElement(2652380, attributes={})"
NZ_CP028273.1,"IntegerElement(1458355, attributes={})"
NZ_CP014294.1,"IntegerElement(573, attributes={})"
NZ_CP024051.1,"IntegerElement(1452, attributes={})"
NZ_CP081889.1,"IntegerElement(573, attributes={})"
NZ_CP046804.1,"IntegerElement(1763883, attributes={})"
NZ_CP035811.1,"IntegerElement(1756149, attributes={})"
NZ_CP046618.1,"IntegerElement(61645, attributes={})"
NZ_CP020410.1,"IntegerElement(1717, attributes={})"
NZ_CP046584.1,"IntegerElement(28450, attributes={})"
NC_009338.1,"IntegerElement(350054, attributes={})"
NZ_CP015399.2,"IntegerElement(1834196, attributes={})"
NZ_CP047247.1,"IntegerElement(546, attributes={})"
NZ_LR134158.1,"IntegerElement(260678, attributes={})"
NZ_CP021963.1,"IntegerElement(133448, attributes={})"
NZ_CP086066.1,"IntegerElement(37734, attributes={})"
NZ_CP034436.1,"IntegerElement(287, attributes={})"
NZ_CP101933.1,"IntegerElement(86029, attributes={})"
NZ_CP033683.1,"IntegerElement(54291, attributes={})"
NZ_LR890490.1,"IntegerElement(573, attributes={})"
NZ_CP039383.1,"IntegerElement(2565782, attributes={})"
NC_015222.1,"IntegerElement(153948, attributes={})"
NZ_LR890277.1,"IntegerElement(573, attributes={})"
NZ_LR890240.1,"IntegerElement(573, attributes={})"
NZ_LS483479.1,"IntegerElement(595, attributes={})"
NZ_LS483477.1,"IntegerElement(59202, attributes={})"
NZ_CP044393.1,"IntegerElement(573, attributes={})"
NZ_CP017692.1,"IntegerElement(169283, attributes={})"
NZ_CP061672.1,"IntegerElement(1530123, attributes={})"
NZ_CP017092.1,"IntegerElement(1307, attributes={})"
NZ_LS483489.1,"IntegerElement(436295, attributes={})"
NZ_CP027254.2,"IntegerElement(48296, attributes={})"
NZ_CP028574.1,"IntegerElement(48296, attributes={})"
NZ_CP016640.1,"IntegerElement(1879023, attributes={})"
NZ_CP013049.1,"IntegerElement(36809, attributes={})"
NZ_LR588410.1,"IntegerElement(573, attributes={})"
NZ_CP064826.1,"IntegerElement(180434, attributes={})"
NZ_LR590464.1,"IntegerElement(83655, attributes={})"
NZ_CP040257.1,"IntegerElement(34062, attributes={})"
NZ_CP059298.1,"IntegerElement(587, attributes={})"
NZ_CP090823.1,"IntegerElement(1360, attributes={})"
NC_012918.1,"IntegerElement(443144, attributes={})"
NZ_CP044385.1,"IntegerElement(573, attributes={})"
NZ_LT962688.1,"IntegerElement(408, attributes={})"
NZ_CP059356.1,"IntegerElement(470, attributes={})"
NZ_CP059350.1,"IntegerElement(470, attributes={})"
NC_017566.1,"IntegerElement(399804, attributes={})"
NC_014650.1,"IntegerElement(581103, attributes={})"
NZ_CP091355.1,"IntegerElement(470, attributes={})"
NZ_LR890562.1,"IntegerElement(573, attributes={})"
NZ_CP041372.1,"IntegerElement(2592382, attributes={})"
NZ_CP012597.1,"IntegerElement(108619, attributes={})"
NZ_CP091378.1,"IntegerElement(470, attributes={})"
NZ_CP037919.1,"IntegerElement(2027919, attributes={})"
NZ_CP088242.1,"IntegerElement(40324, attributes={})"
NZ_CP087716.1,"IntegerElement(48296, attributes={})"
NZ_CP021812.1,"IntegerElement(382, attributes={})"
NZ_CP005974.1,"IntegerElement(658445, attributes={})"
NZ_CP086558.1,"IntegerElement(1351, attributes={})"
NZ_CP064122.1,"IntegerElement(632, attributes={})"
NZ_CP006711.1,"IntegerElement(1385938, attributes={})"
NZ_CP023470.1,"IntegerElement(59201, attributes={})"
NC_018594.1,"IntegerElement(869309, attributes={})"
NZ_CP008739.1,"IntegerElement(1400868, attributes={})"
NZ_AP024234.1,"IntegerElement(644, attributes={})"
NZ_CP021054.1,"IntegerElement(29429, attributes={})"
NZ_CP060844.1,"IntegerElement(28901, attributes={})"
NZ_CP064038.1,"IntegerElement(670, attributes={})"
NZ_AP025687.1,"IntegerElement(1888, attributes={})"
NZ_CP104689.1,"IntegerElement(158836, attributes={})"
NZ_CP056293.1,"IntegerElement(546, attributes={})"
NZ_LR698981.1,"IntegerElement(1898207, attributes={})"
NZ_CP014326.1,"IntegerElement(28037, attributes={})"
NZ_LR890640.1,"IntegerElement(573, attributes={})"
NZ_CP030797.1,"IntegerElement(1703, attributes={})"
NZ_CP033071.1,"IntegerElement(1888, attributes={})"
NZ_CP033754.1,"IntegerElement(470, attributes={})"
NZ_LR890527.1,"IntegerElement(573, attributes={})"
NZ_LR632929.1,"IntegerElement(79329, attributes={})"
NZ_LR632928.1,"IntegerElement(79329, attributes={})"
NZ_CP064827.1,"IntegerElement(180434, attributes={})"
NZ_CP061705.1,"IntegerElement(470, attributes={})"
NZ_CP104071.1,"IntegerElement(40324, attributes={})"
NZ_CP007152.1,"IntegerElement(1420917, attributes={})"
NZ_CP079754.1,"IntegerElement(2058152, attributes={})"
NZ_CP018628.1,"IntegerElement(1907578, attributes={})"
NZ_CP007494.1,"IntegerElement(1247649, attributes={})"
NZ_CP034435.1,"IntegerElement(287, attributes={})"
NZ_CP091374.1,"IntegerElement(470, attributes={})"
NZ_CP011461.1,"IntegerElement(55601, attributes={})"
NZ_CP040429.1,"IntegerElement(40324, attributes={})"
NZ_CP053595.1,"IntegerElement(562, attributes={})"
NZ_CP044389.1,"IntegerElement(573, attributes={})"
NZ_CP062787.1,"IntegerElement(648, attributes={})"
NZ_CP019708.1,"IntegerElement(632, attributes={})"
NZ_CP084172.1,"IntegerElement(920, attributes={})"
NZ_CP028914.1,"IntegerElement(2153484, attributes={})"
NZ_CP030158.1,"IntegerElement(2893045, attributes={})"
NZ_CP102183.1,"IntegerElement(305, attributes={})"
NZ_CP029427.1,"IntegerElement(1404367, attributes={})"
NZ_CP017160.1,"IntegerElement(520, attributes={})"
NZ_CP034707.1,"IntegerElement(58101, attributes={})"
NZ_LR890686.1,"IntegerElement(573, attributes={})"
NC_016749.1,"IntegerElement(1116231, attributes={})"
NC_022912.1,"IntegerElement(754093, attributes={})"
NZ_AP018496.1,"IntegerElement(1781, attributes={})"
NZ_CP061571.1,"IntegerElement(1530123, attributes={})"
NZ_CP061609.1,"IntegerElement(1530123, attributes={})"
NZ_CP024898.1,"IntegerElement(546, attributes={})"
NZ_LR134230.1,"IntegerElement(54291, attributes={})"
NC_018177.1,"IntegerElement(1123519, attributes={})"
NC_021004.1,"IntegerElement(869312, attributes={})"
NZ_CP064833.1,"IntegerElement(180434, attributes={})"
NZ_CP011862.1,"IntegerElement(445576, attributes={})"
NZ_CP064828.1,"IntegerElement(180434, attributes={})"
NC_014366.1,"IntegerElement(83406, attributes={})"
NZ_LR890719.1,"IntegerElement(573, attributes={})"
NZ_CP064125.1,"IntegerElement(632, attributes={})"
NZ_CP098926.1,"IntegerElement(507763, attributes={})"
NZ_CP014773.1,"IntegerElement(1300914, attributes={})"
NZ_CP021371.1,"IntegerElement(1571470, attributes={})"
NZ_LR134137.1,"IntegerElement(54736, attributes={})"
NZ_CP031926.1,"IntegerElement(1360, attributes={})"
NZ_LR890286.1,"IntegerElement(573, attributes={})"
NZ_CP060710.1,"IntegerElement(135461, attributes={})"
NZ_CP023537.1,"IntegerElement(329, attributes={})"
NC_014540.1,"IntegerElement(640512, attributes={})"
NZ_CP016032.1,"IntegerElement(615, attributes={})"
NZ_CP031009.1,"IntegerElement(2259335, attributes={})"
NZ_CP059479.1,"IntegerElement(470, attributes={})"
NZ_CP018783.1,"IntegerElement(69373, attributes={})"
NZ_CP034700.1,"IntegerElement(286782, attributes={})"
NC_017465.1,"IntegerElement(712938, attributes={})"
NZ_CP012193.1,"IntegerElement(1678678, attributes={})"
NZ_CP047955.1,"IntegerElement(1866940, attributes={})"
NC_011586.1,"IntegerElement(480119, attributes={})"
NZ_CP024620.1,"IntegerElement(756892, attributes={})"
NZ_CP056289.1,"IntegerElement(546, attributes={})"
NZ_CP031123.1,"IntegerElement(2027290, attributes={})"
NZ_CP093314.1,"IntegerElement(573, attributes={})"
NZ_CP070263.1,"IntegerElement(1360, attributes={})"
NZ_CP049368.1,"IntegerElement(40324, attributes={})"
NZ_CP033933.1,"IntegerElement(421525, attributes={})"
NZ_CP038217.1,"IntegerElement(28450, attributes={})"
NZ_CP062262.1,"IntegerElement(2777985, attributes={})"
NZ_CP064832.1,"IntegerElement(180434, attributes={})"
NZ_CP035672.1,"IntegerElement(470, attributes={})"
NZ_CP032213.1,"IntegerElement(1208308, attributes={})"
NZ_CP064830.1,"IntegerElement(180434, attributes={})"
NZ_CP064119.1,"IntegerElement(632, attributes={})"
NZ_CP059353.1,"IntegerElement(470, attributes={})"
NZ_CP061687.1,"IntegerElement(1530123, attributes={})"
NZ_CP104287.1,"IntegerElement(40324, attributes={})"
NZ_CP104323.1,"IntegerElement(40324, attributes={})"
NZ_CP027246.1,"IntegerElement(470, attributes={})"
NZ_CP023656.1,"IntegerElement(115561, attributes={})"
NZ_CP022049.1,"IntegerElement(57706, attributes={})"
NZ_CP017165.1,"IntegerElement(520, attributes={})"
NZ_CP016825.1,"IntegerElement(1888, attributes={})"
NC_011072.1,"IntegerElement(512566, attributes={})"
NZ_CP096747.1,"IntegerElement(470, attributes={})"
NZ_CP015402.1,"IntegerElement(1834200, attributes={})"
NZ_CP104169.1,"IntegerElement(40324, attributes={})"
NC_014314.1,"IntegerElement(552811, attributes={})"
NC_009654.1,"IntegerElement(400668, attributes={})"
NZ_CP009826.1,"IntegerElement(2371, attributes={})"
NZ_CP009866.1,"IntegerElement(1484157, attributes={})"
NZ_LR723670.1,"IntegerElement(1335061, attributes={})"
NC_014494.1,"IntegerElement(574093, attributes={})"
NZ_CP102110.1,"IntegerElement(644, attributes={})"
NZ_CP008858.1,"IntegerElement(287, attributes={})"
NZ_CP018415.1,"IntegerElement(28450, attributes={})"
NZ_CP083754.1,"IntegerElement(615, attributes={})"
NZ_CP056773.1,"IntegerElement(67381, attributes={})"
NZ_CP026089.1,"IntegerElement(48296, attributes={})"
NZ_CP024930.1,"IntegerElement(654, attributes={})"
NZ_CP052090.1,"IntegerElement(305, attributes={})"
NZ_CP080288.1,"IntegerElement(287, attributes={})"
NZ_CP036294.1,"IntegerElement(511, attributes={})"
NZ_CP032058.1,"IntegerElement(1360, attributes={})"
NZ_CP069365.1,"IntegerElement(573, attributes={})"
NZ_CP016433.1,"IntegerElement(1869170, attributes={})"
NZ_CP045485.1,"IntegerElement(550, attributes={})"
NZ_LR890464.1,"IntegerElement(573, attributes={})"
NZ_CP044376.1,"IntegerElement(573, attributes={})"
NC_014153.1,"IntegerElement(75379, attributes={})"
NZ_CP034413.1,"IntegerElement(2093857, attributes={})"
NZ_CP099471.1,"IntegerElement(207340, attributes={})"
NZ_CP044356.1,"IntegerElement(470, attributes={})"
NZ_CP063303.1,"IntegerElement(632, attributes={})"
NZ_LR782231.1,"IntegerElement(562, attributes={})"
NZ_LR782233.1,"IntegerElement(562, attributes={})"
NZ_CP007495.1,"IntegerElement(1172205, attributes={})"
NZ_CP033466.1,"IntegerElement(550, attributes={})"
NZ_CP007067.1,"IntegerElement(1033991, attributes={})"
NC_016826.1,"IntegerElement(1069533, attributes={})"
NZ_CP102180.1,"IntegerElement(305, attributes={})"
NZ_CP062235.1,"IntegerElement(2774874, attributes={})"
NZ_CP014067.2,"IntegerElement(1353, attributes={})"
NZ_CP014046.1,"IntegerElement(670, attributes={})"
NZ_CP014030.1,"IntegerElement(1702170, attributes={})"
NZ_LS483371.1,"IntegerElement(29443, attributes={})"
NC_021994.1,"IntegerElement(1305849, attributes={})"
NZ_CP065229.1,"IntegerElement(2785907, attributes={})"
NZ_CP011966.1,"IntegerElement(1428454, attributes={})"
NZ_LN554852.1,"IntegerElement(80854, attributes={})"
NZ_CP023315.2,"IntegerElement(155892, attributes={})"
NZ_CP059352.1,"IntegerElement(470, attributes={})"
NZ_CP022054.2,"IntegerElement(38289, attributes={})"
NZ_CP020424.1,"IntegerElement(1496, attributes={})"
NZ_CP059354.1,"IntegerElement(470, attributes={})"
NZ_CP072047.1,"IntegerElement(3068329, attributes={})"
NZ_CP021256.1,"IntegerElement(3423900, attributes={})"
NZ_CP011460.1,"IntegerElement(55601, attributes={})"
NZ_CP044380.1,"IntegerElement(573, attributes={})"
NZ_CP012890.1,"IntegerElement(52242, attributes={})"
NC_015277.1,"IntegerElement(743722, attributes={})"
NZ_CP006929.1,"IntegerElement(1427366, attributes={})"
NZ_CP046583.1,"IntegerElement(28450, attributes={})"
NZ_CP010051.1,"IntegerElement(2371, attributes={})"
NZ_CP009829.1,"IntegerElement(2371, attributes={})"
NZ_CP061476.1,"IntegerElement(1963023, attributes={})"
NZ_CP040551.1,"IntegerElement(28450, attributes={})"
NZ_CP016095.1,"IntegerElement(55601, attributes={})"
NZ_CP018014.1,"IntegerElement(439334, attributes={})"
NZ_CP014039.1,"IntegerElement(669, attributes={})"
NZ_CP014035.1,"IntegerElement(676, attributes={})"
NZ_CP013768.1,"IntegerElement(1238, attributes={})"
NZ_CP015447.1,"IntegerElement(1280, attributes={})"
NZ_CP041054.1,"IntegerElement(158836, attributes={})"
NZ_CP061691.1,"IntegerElement(1530123, attributes={})"
NZ_CP014651.1,"IntegerElement(1809055, attributes={})"
NZ_CP029198.1,"IntegerElement(1280, attributes={})"
NZ_CP077679.1,"IntegerElement(40324, attributes={})"
NZ_CP028425.1,"IntegerElement(2080469, attributes={})"
NC_017171.1,"IntegerElement(497978, attributes={})"
NZ_CP029702.1,"IntegerElement(239935, attributes={})"
NZ_CP031750.1,"IntegerElement(1063, attributes={})"
NZ_CP031192.1,"IntegerElement(2282656, attributes={})"
NZ_LR134136.1,"IntegerElement(565, attributes={})"
NZ_CP048812.1,"IntegerElement(1081866, attributes={})"
NZ_CP033106.1,"IntegerElement(2479547, attributes={})"
NZ_CP032430.1,"IntegerElement(1359, attributes={})"
NZ_CP027250.1,"IntegerElement(48296, attributes={})"
NC_013282.2,"IntegerElement(693216, attributes={})"
NZ_CP017687.1,"IntegerElement(86185, attributes={})"
NZ_CP061589.1,"IntegerElement(1530123, attributes={})"
NZ_AP014881.1,"IntegerElement(1006554, attributes={})"
NZ_CP031970.1,"IntegerElement(1307, attributes={})"
NC_017309.1,"IntegerElement(718251, attributes={})"
NZ_CP021238.1,"IntegerElement(64667, attributes={})"
NZ_LR590083.2,"IntegerElement(2572036, attributes={})"
NZ_CP024333.1,"IntegerElement(47466, attributes={})"
NZ_CP091376.1,"IntegerElement(470, attributes={})"
NZ_CP024205.1,"IntegerElement(47466, attributes={})"
NZ_CP024316.1,"IntegerElement(47466, attributes={})"
NZ_CP016211.1,"IntegerElement(888845, attributes={})"
NZ_CP091967.1,"IntegerElement(28182, attributes={})"
NZ_CP015774.2,"IntegerElement(61646, attributes={})"
NZ_CP015774.1,"IntegerElement(61646, attributes={})"
NZ_LR590463.1,"IntegerElement(61652, attributes={})"
NZ_CP024351.1,"IntegerElement(47466, attributes={})"
NC_016589.1,"IntegerElement(1097668, attributes={})"
NZ_CP026365.1,"IntegerElement(1215031, attributes={})"
NZ_AP019192.1,"IntegerElement(1313, attributes={})"
NZ_CP069223.1,"IntegerElement(1360, attributes={})"
NZ_CP017039.1,"IntegerElement(1889813, attributes={})"
NC_017297.1,"IntegerElement(758678, attributes={})"
NZ_CP039911.1,"IntegerElement(358, attributes={})"
NZ_CP014840.1,"IntegerElement(1496303, attributes={})"
NZ_CP024371.1,"IntegerElement(47466, attributes={})"
NZ_CP024390.1,"IntegerElement(47466, attributes={})"
NZ_CP059355.1,"IntegerElement(470, attributes={})"
NZ_CP072051.1,"IntegerElement(3068329, attributes={})"
NZ_CP062821.1,"IntegerElement(587, attributes={})"
NZ_CP010340.1,"IntegerElement(1773, attributes={})"
NZ_OX246694.1,"IntegerElement(1496, attributes={})"
NZ_CP047037.1,"IntegerElement(1063, attributes={})"
NZ_CP007780.1,"IntegerElement(95486, attributes={})"
NZ_CP023498.1,"IntegerElement(57975, attributes={})"
NZ_CP008856.1,"IntegerElement(287, attributes={})"
NZ_CP011359.1,"IntegerElement(636, attributes={})"
NZ_CP020401.1,"IntegerElement(487, attributes={})"
NZ_CP025034.1,"IntegerElement(69220, attributes={})"
NZ_CP064835.1,"IntegerElement(1360, attributes={})"
NZ_CP020449.1,"IntegerElement(1311, attributes={})"
NZ_LN847356.1,"IntegerElement(29410, attributes={})"
NZ_CP059359.1,"IntegerElement(470, attributes={})"
NZ_CP061475.1,"IntegerElement(1963024, attributes={})"
NZ_CP038437.1,"IntegerElement(2562282, attributes={})"
NZ_LR134135.1,"IntegerElement(61646, attributes={})"
NZ_LT603678.1,"IntegerElement(1352, attributes={})"
NZ_CP025534.1,"IntegerElement(1718, attributes={})"
NZ_CP017088.1,"IntegerElement(1307, attributes={})"
NZ_LR594040.1,"IntegerElement(113107, attributes={})"
NZ_CP040056.1,"IntegerElement(470, attributes={})"
NZ_CP018401.1,"IntegerElement(28450, attributes={})"
NZ_CP025943.1,"IntegerElement(37482, attributes={})"
NZ_CP016328.1,"IntegerElement(442, attributes={})"
NZ_CP011300.1,"IntegerElement(1643450, attributes={})"
NZ_LR723668.1,"IntegerElement(1435607, attributes={})"
NZ_CP028800.1,"IntegerElement(40215, attributes={})"
NZ_LR793264.1,"IntegerElement(573, attributes={})"
NZ_CP029426.1,"IntegerElement(1404768, attributes={})"
NZ_CP046866.1,"IntegerElement(1710541, attributes={})"
NZ_CP047286.1,"IntegerElement(626774, attributes={})"
NZ_CP063198.1,"IntegerElement(342617, attributes={})"
NZ_CP010337.1,"IntegerElement(1773, attributes={})"
NZ_LS483462.1,"IntegerElement(197614, attributes={})"
NZ_CP041971.1,"IntegerElement(134534, attributes={})"
NZ_CP015901.1,"IntegerElement(1359, attributes={})"
NZ_CP025838.1,"IntegerElement(1313, attributes={})"
NZ_CP025941.1,"IntegerElement(1423, attributes={})"
NZ_CP026677.1,"IntegerElement(546, attributes={})"
NZ_CP060505.1,"IntegerElement(470, attributes={})"
NZ_CP065226.1,"IntegerElement(47951, attributes={})"
NZ_CP014129.1,"IntegerElement(549, attributes={})"
NZ_CP014067.1,"IntegerElement(2060306, attributes={})"
NZ_CP014043.1,"IntegerElement(674, attributes={})"
NZ_CP013821.1,"IntegerElement(1238, attributes={})"
NZ_CP036201.1,"IntegerElement(2488809, attributes={})"
NZ_CP023313.1,"IntegerElement(155892, attributes={})"
NZ_CP021250.1,"IntegerElement(1977852, attributes={})"
NZ_CP020421.1,"IntegerElement(487, attributes={})"
NZ_CP022054.1,"IntegerElement(38289, attributes={})"
NZ_CP059358.1,"IntegerElement(470, attributes={})"
NZ_CP033784.1,"IntegerElement(38289, attributes={})"
NC_020063.1,"IntegerElement(693444, attributes={})"
NC_021174.1,"IntegerElement(1249661, attributes={})"
NZ_LT904876.1,"IntegerElement(90370, attributes={})"
NZ_CP059357.1,"IntegerElement(470, attributes={})"
NZ_CP035666.1,"IntegerElement(1352, attributes={})"
NC_008062.1,"IntegerElement(331271, attributes={})"
NZ_CP110360.1,"IntegerElement(1352, attributes={})"
NZ_CP021114.1,"IntegerElement(2820523, attributes={})"
NZ_CP020705.1,"IntegerElement(1572656, attributes={})"
NZ_OX244046.1,"IntegerElement(1496, attributes={})"
NZ_CP009922.2,"IntegerElement(408015, attributes={})"
NC_022546.1,"IntegerElement(891974, attributes={})"
NZ_CP022097.1,"IntegerElement(380021, attributes={})"
NC_020833.1,"IntegerElement(1249531, attributes={})"
NZ_AP014683.1,"IntegerElement(1469502, attributes={})"
NZ_CP051462.1,"IntegerElement(1423, attributes={})"
NZ_CP040087.1,"IntegerElement(470, attributes={})"
NZ_LR890456.1,"IntegerElement(573, attributes={})"
NZ_CP016637.1,"IntegerElement(28450, attributes={})"
NZ_LT549889.1,"IntegerElement(1791, attributes={})"
NC_007296.1,"IntegerElement(319701, attributes={})"
NZ_CP032148.1,"IntegerElement(1359, attributes={})"
NZ_CP064172.1,"IntegerElement(47951, attributes={})"
NC_013720.1,"IntegerElement(530564, attributes={})"
NZ_CP013680.1,"IntegerElement(1000561, attributes={})"
NZ_CP059351.1,"IntegerElement(470, attributes={})"
NZ_CP035897.1,"IntegerElement(1313, attributes={})"
NZ_AP019755.1,"IntegerElement(1444684, attributes={})"
NZ_CP019797.1,"IntegerElement(128780, attributes={})"
NC_008533.1,"IntegerElement(373153, attributes={})"
NZ_CP050869.1,"IntegerElement(2287, attributes={})"
NZ_CP029758.1,"IntegerElement(2212991, attributes={})"
NZ_LR134138.1,"IntegerElement(61648, attributes={})"
NZ_LR215729.1,"IntegerElement(437900, attributes={})"
NZ_CP063356.1,"IntegerElement(1532552, attributes={})"
NZ_CP032507.1,"IntegerElement(947515, attributes={})"
NZ_CP032500.1,"IntegerElement(1360, attributes={})"
NZ_CP041357.1,"IntegerElement(260554, attributes={})"
NZ_CP072049.1,"IntegerElement(3068329, attributes={})"
NC_009511.1,"IntegerElement(392499, attributes={})"
NZ_CP021849.1,"IntegerElement(1352, attributes={})"
NC_019396.1,"IntegerElement(1224746, attributes={})"
NZ_CP040532.1,"IntegerElement(28450, attributes={})"
NZ_CP026531.1,"IntegerElement(666, attributes={})"
NZ_CP091356.1,"IntegerElement(470, attributes={})"
NZ_CP022043.1,"IntegerElement(330922, attributes={})"
NZ_CP043547.1,"IntegerElement(2603660, attributes={})"
NZ_LR698970.1,"IntegerElement(1898203, attributes={})"
NZ_LR890524.1,"IntegerElement(292, attributes={})"
NZ_LR699005.1,"IntegerElement(1898203, attributes={})"
NC_009524.1,"IntegerElement(349106, attributes={})"
NZ_CP072048.1,"IntegerElement(3068329, attributes={})"
NZ_CP020420.1,"IntegerElement(487, attributes={})"
NZ_CP018295.1,"IntegerElement(1423, attributes={})"
NZ_CP009408.1,"IntegerElement(319705, attributes={})"
NZ_CP060414.1,"IntegerElement(1815583, attributes={})"
NZ_CP010338.1,"IntegerElement(1773, attributes={})"
NZ_CP033464.1,"IntegerElement(1465, attributes={})"
NZ_CP047310.1,"IntegerElement(40324, attributes={})"
NZ_CP046745.1,"IntegerElement(666, attributes={})"
NZ_CP046825.1,"IntegerElement(674, attributes={})"
NZ_CP019046.1,"IntegerElement(930806, attributes={})"
NC_017857.2,"IntegerElement(754476, attributes={})"
NZ_CP046766.1,"IntegerElement(676, attributes={})"
NZ_CP040236.1,"IntegerElement(1352, attributes={})"
NZ_OU997945.1,"IntegerElement(137838, attributes={})"
NZ_CP047956.1,"IntegerElement(1866939, attributes={})"
NZ_CP068658.1,"IntegerElement(1359, attributes={})"
NZ_CP025533.1,"IntegerElement(1718, attributes={})"
NZ_CP091351.1,"IntegerElement(470, attributes={})"
NC_018641.1,"IntegerElement(1597, attributes={})"
NZ_CP028514.1,"IntegerElement(178899, attributes={})"
NZ_CP011914.1,"IntegerElement(1736, attributes={})"
NZ_LR632930.1,"IntegerElement(79329, attributes={})"
NZ_CP033431.1,"IntegerElement(28095, attributes={})"
NZ_LR723677.1,"IntegerElement(97707, attributes={})"
NZ_CP072018.1,"IntegerElement(239935, attributes={})"
NZ_CP043558.1,"IntegerElement(666, attributes={})"
NZ_AP025697.1,"IntegerElement(1655, attributes={})"
NC_007355.1,"IntegerElement(269797, attributes={})"
NZ_CP010912.1,"IntegerElement(589873, attributes={})"
NZ_CP027241.1,"IntegerElement(712991, attributes={})"
NC_016114.1,"IntegerElement(591167, attributes={})"
NZ_CP023314.1,"IntegerElement(155892, attributes={})"
NC_008322.1,"IntegerElement(60481, attributes={})"
NZ_CP032315.1,"IntegerElement(1423, attributes={})"
NZ_CP024058.1,"IntegerElement(1590, attributes={})"
NC_022593.1,"IntegerElement(1399116, attributes={})"
NZ_CP080511.1,"IntegerElement(287, attributes={})"
NZ_CP032135.1,"IntegerElement(29430, attributes={})"
NC_021054.1,"IntegerElement(1306400, attributes={})"
NZ_CP032429.1,"IntegerElement(485, attributes={})"
NZ_CP018014.2,"IntegerElement(439334, attributes={})"
NZ_CP015899.1,"IntegerElement(1359, attributes={})"
NZ_CP051204.1,"IntegerElement(2725414, attributes={})"
NZ_CP110289.1,"IntegerElement(1351, attributes={})"
NZ_CP091354.1,"IntegerElement(470, attributes={})"
NZ_CP015905.1,"IntegerElement(1360, attributes={})"
NZ_CP016818.1,"IntegerElement(439334, attributes={})"
NC_010677.1,"IntegerElement(441952, attributes={})"
NZ_CP039910.1,"IntegerElement(358, attributes={})"
NZ_CP014963.1,"IntegerElement(1340425, attributes={})"
NZ_CP036529.1,"IntegerElement(1313, attributes={})"
NC_017274.1,"IntegerElement(555311, attributes={})"
NZ_CP019636.1,"IntegerElement(1940762, attributes={})"
NZ_CP016818.2,"IntegerElement(439334, attributes={})"
NZ_CP036352.1,"IntegerElement(2528035, attributes={})"
NZ_LR134189.1,"IntegerElement(158850, attributes={})"
NZ_CP019469.1,"IntegerElement(1496, attributes={})"
NZ_CP036220.1,"IntegerElement(439334, attributes={})"
NZ_AP014520.1,"IntegerElement(1407647, attributes={})"
NZ_CP016400.1,"IntegerElement(33959, attributes={})"
NZ_CP011381.1,"IntegerElement(386891, attributes={})"
NZ_CP016608.1,"IntegerElement(2371, attributes={})"
NZ_CP017650.1,"IntegerElement(470, attributes={})"
NZ_CP046789.1,"IntegerElement(676, attributes={})"
NZ_CP087977.1,"IntegerElement(53458, attributes={})"
NZ_CP032214.1,"IntegerElement(1208308, attributes={})"
NZ_CP051650.1,"IntegerElement(1313, attributes={})"
NZ_CP009613.1,"IntegerElement(319705, attributes={})"
NZ_CP028812.1,"IntegerElement(1423, attributes={})"
NZ_CP010778.1,"IntegerElement(1452, attributes={})"
NZ_CP050994.1,"IntegerElement(644, attributes={})"
NZ_CP054160.1,"IntegerElement(47917, attributes={})"
NZ_CP020820.1,"IntegerElement(470934, attributes={})"
NZ_CP009480.1,"IntegerElement(83332, attributes={})"
NZ_CP009483.1,"IntegerElement(1299328, attributes={})"
